id,historical_games,next_game
1672,24 1 211 2246 502 12 50,106
1679,28 659 1581 3284 1668 361 153 945 46 731 105 601 2779 245 4544 811 227 56,220
1683,605 1161 44 167 1937 139 111,49
1685,102 54 30 34 233 690 1121 109 1946 237 86 49 61 301 1544,125
1688,232 549 306 614 969 242 46 4941 2796 4029 3993 683 1070 229 2379 92 92 136 433 1323 2963 78,121
1691,3 21 8 382 99 363 319 1454 512 226,12
1700,56 281 914 496 496 577 746 70 1185 3 459 421 175 547 156 375,15
1703,1448 608 2 693 111,266
1706,2225 4153 4361 236 156 30 1 115 1994 835 40 1136 252 3 352 2140,55
1707,2142 227 296 4 203 411 406 637 365 96 1161 65 57 45 736 4224,134
1713,2082 1927 894 231 17 2821 541 1069 1400 2101 57 1185,295
1718,1753 15 2538 64 1069,35
1719,852 1135 46 163 8 5 157 72 15 28,52
1721,1088 18 18 118 2978 15,236
1728,861 7 1141 1134 437,45
1729,98 5 3 4207 49 131 279 28 807 2349 2689 955 191 424 1137 374 244 149 1197 235 836 790,174
1731,16 3 1 4 965,519
1734,301 30 2330 83 290 1948 1003 43 238 125 78 600 553 262 4073 11,12
1736,581 2697 7287 100 2541 1378 1275 1651 169 38 76 2553 314 1341 743 1732 562,935
1737,1757 6185 1530 5017 29 186 666 626 763 380 93 22 266 755 200 644 669 59 12 1629,326
1738,26 174 226 8 141 3,106
1748,6 6 1618 1187 337 2657 107 109 2509 76 845 274 855 3975,213
1750,560 3766 1916 1540 712 2118 21 430 697 447 1953 1838 7596 3714 5 74 1273 402 976 231,299
1751,29 187 1467 945 160 1483,107
1754,583 48 45 30 3 74,292
1762,85 126 5 3739 544 1449 2069 17,7
1763,3515 76 47 1335 567 1049 750 169 51,61
1766,760 66 37 6 6 49 1213 1432,123
1767,538 623 186 103 755 649 686 3077,212
1768,3261 556 19 196 243 20,245
1770,7 9 13 10 320,2
1771,7 9 13 10 2652 152 1159,120
1778,52 528 32 85 74 39 459 456 5 2147 2013 1110 2017 1918 30 1205 262 108,40
1779,171 583 48 146 1,16
1782,17 154 4472 2 196 3514 310 24 35 199,85
1799,1300 634 49 79 464,524
1800,14 14 9 127 4 197 316 277 25 25,49
1803,7 9 27 13 10,143
1809,221 3098 139 284 1349,169
1812,7 114 10 2 1 1755,148
1813,58 88 88 20 62 1 16 173,5
1815,2 2743 3 5296 4 63 55 56 329 129 15 101 44 106 271 3309 86,574
1816,31 499 130 2198 1407,11
1821,19 118 1636 213 694 314 166 55 77,95
1823,7 9 27 13 10,81
1825,95 53 138 43 3 204 165 62 90 158,480
1826,7 9 289 27 13,10
1829,44 165 98 929 336 473 110 110 1016 758 1863 2296,356
1833,4 315 34 2197 127 1049 874,87
1835,106 879 11 4151 525 138 3,34
1837,6185 359 11 2 1258 91 2598 2318 262 155 1588 1054 2574 17 6,6
1840,852 47 414 3899 30 15 600 23 433 301 313 109 128 252,254
1846,191 17 1355 996 1841 84 78 15 1518 65 231 484,3
1849,158 28 2 570 232 1039,203
1850,11 776 1682 543 12 2 50 1559 3,94
1853,696 5 35 28 8 65 620 26,179
1857,1 16 1307 74 335 4,223
1858,62 312 4799 3360 272 683 100 125 78,123
1866,148 173 166 4294 587 1846 1 31,89
1867,38 191 1204 766 1400 239 950 116 1934 2185,15
1870,16 4247 24 1617 129 11 48 173 7053 2437 2,574
1871,165 168 178 63 2 189 62 1 136 163 475 9,292
1879,288 374 34 21 40 1497 59 461 274 316 396 454 403 1262 80 156 737 230 1076 3 249,57
1880,1390 60 7747 1410 69 44 148 545 510 4736 372 333,106
1887,255 268 4274 28 3376 77,174
1888,118 604 61 367 1659 433 100 1231 219 3226 1013 123 121,15
1890,56 394 84 227 3005 1270 2077 1482 5007 3367 105,128
1892,37 2 22 6 6 66 1257 1093 6062 256 45 362,106
1893,26 46 157 886 149 33,32
1898,5 60 17 90 629,35
1905,37 1205 88 88 307 2358 329 1 20,31
1907,42 50 28 630 1858 377 146 233 134 1,78
1909,2367 1507 5643 410 474 54 2094 742 4 1714 7119 11 1337 2449 7762 5605 2961 459 2177 407 691 5648 51,26
1911,5349 5 143 1092 236 729 199,159
1914,5 16 21 166 531 2 228 74 110 110 363,55
1918,254 15 563 4012 142 147 66 5324 7580 202 716 285 116 17 1173 6,6
1919,1409 171 223 1126 119 232 194 194 89 653 8 358 213,77
1922,3185 483 2477 112 28 1246 265 320 812 151 1489 1446 100,12
1929,1046 806 250 6993 448 35 983 156 202 187 57 333 258 66 2665 602 160 70 595 17 172,249
1931,37 2914 4054 72 2173 3314 1253,163
1932,9 10 27 13 7 1073 1749 277 630 312 1070 1756 4158 306 1014 4795 78 316,232
1934,15 697 323 389 4391 520 21 678 26 203 1056 37 11,138
1940,239 507 46 95 177 1290 2225 76 3499,74
1946,968 5673 334 379 77 2656 510,80
1947,37 26 63 851 741,140
1948,20 178 19 16 4 89 141 712,93
1952,15 3 128 341 3289 69 1063 445,246
1953,2 226 86 4855 146 2579 2585 242 34,58
1954,6 32 14 64 23,45
1955,325 39 7461 125 1467 148 222 89 1191,101
1958,34 26 715 77 19 240,41
1960,4754 69 1354 121 2501 367 1539 59,236
1961,1657 4360 1154 53 957 7778 739 5162 1134 630 32,213
1962,343 4490 2139 489 1703 176 2890 343 4490 2139 489 1703 176 2890 35 35 156 156 1008 1008 41 41 596 596 160 160 57 57 17,17
1963,547 53 376 102 522 204 126 1907 511,199
1968,22 257 293 293 115 4321 362 650 1043 42 28,75
1969,17 617 15 182 177,37
1970,15 60 571 23 14 14 198 303 2122 55 2037 2905 843 1041 2131 347,118
1971,46 226 152 6 6 1233 25 25 71 71,179
1972,7 9 27 13 10 11 2,40
1973,276 32 17 189 235 371 28 5124 49 108,79
1980,132 348 3 4522 2741 45,220
1983,138 4600 3061 930 185 3509 3716 565,48
1984,1124 2085 775 8 18 18 142 1196 2931 2214 31 32 4 52 924 15 424 277 29 40 84,106
1991,3 44 74 81 21 56 465 211 663 447 2177 323 304 4116 3184 136 2219 2256,75
1992,7 9 13 10 19,76
1998,6031 242 106 953 135 598 80,154
1999,610 137 28 2618 743 618 71,71
2002,15 115 68 4 265 37 75 152 3 133 98 1098,64
2005,1283 125 5994 701 4610 17 25 25,210
2016,4453 536 136 159 232 276 23 862 1097 3461 32 8 305 405 34 2134 756,117
2019,226 1902 599 366 2725 3338 1085 7219 746 1227 1638 246 2568,314
2028,8 53 237 33 348,74
2032,759 349 125 78 1054 527 226 123 59 1096 549 659 1333 4068 816,295
2036,39 2 189 1115 375 809 340 168 16 6339 2387,62
2041,47 12 483 6151 91 1301 2625 50 434 6153 212 8 117 11 293 293 574 519 1912 1268,129
2045,2 50 690 68 115 262 134 281 86 30 965 5 48,55
2047,30 97 337 32 95 120 3 43 215 157,37
2049,103 4 6634 63 292 14,23
2051,161 64 4 21 566 41 163 217 32,95
2056,917 37 1349 451 39 475 2450 981,93
2057,741 143 33 331 2 119 571 445 36 4 167 226 61 121 1 50,228
2058,1781 2069 15 94 313 159 97 1847 2093 65 37 32 95 112 173 2449 534 892 1522 322 35,52
2059,137 5 1303 15 62 190 678 3992 1562,4
2070,169 62 6618 136 54 860 1115 51 87 333 33 426 923,273
2072,19 1325 47 655 689 120 106 39 61,192
2074,252 11 4763 44 829 232 4 2006 78 316,123
2081,1499 57 4696 1005 322 32 58 17 73 176 42 96 92,92
2083,93 1 146 368 487 2255 2290 151 98 2057 4949 190 633 372 141 130 11 2 1242 764 138,81
2085,4 12 36 63 64 630 94 2877,259
2086,7 9 10 521 2046 422 4561 884 603 1581,145
2090,101 141 36 16 2 42 31 228,11
2094,248 538 3038 150 50 941 229 48,49
2095,70 371 17 157 156 4057 45,18
2097,332 41 23 456 581 66 345 204 169 1209 1923 601 6763 417 245 96 35,3
2099,1865 367 455 452 579 5499 40 662 4538,15
2100,265 154 4 283 12 208 91 40 30 380 41 233 28 79 759 266 78,100
2102,8 2443 1237 15 183 1220 1706 4099 466 56 46 217 319 2621 2098 943 1899 6128 7500 77 4116 28 2938 663,205
2106,241 98 1120 36 204 256 218 8 198 420 1561,177
2108,2 3312 15 509 253 14 14,23
2111,36 498 16 2255 660 48 615 2003 4133 1 263 445 226 37 971 372 26 4 11,2
2112,1753 4 15 96 65,32
2116,29 5 379 16 56 756 22 124 159 219 684 1665 1961,43
2118,1 20 173 266 813 69 743,259
2121,4817 1981 4279 3661 526 3981 3309,167
2123,5 4121 2596 268 1029 383 221 1755 31 173 1660 3249 1287 371 2607 4343 5476 517 142,95
2125,154 741 20 85 5 259 49 23 267 28 5663 167 966 22 31 131,244
2126,12 88 88 4 110 110 16 50,1304
2131,9 27 13 10 7 2973 976 376 1071,102
2134,14 184 206 159 1092 392 1656 357 258 57 1719 276,260
2135,2 298 6 6 81,36
2137,392 508 11 82 963 383 106 14 49 714,298
2144,138 131 105 1005 809 172,156
2149,253 2338 440 960 745 5440 5788 754 211 737 431 618 781 172 246,78
2151,3304 678 1442 4180 319 15 364,3
2154,37 2551 42 154 43 707,176
2156,1 3 389 188 16 584 763,146
2158,14 14 64 6 6 730 345 35 13 154 400 67 567 23,480
2163,7 9 114 10 4389 331 29 2 101,468
2166,3 147 84 2528 45 18,18
2168,590 4868 20 2153 107 111 1949 1960 429 326 80 62 238 686,31
2171,1 5820 4106 226 8 476 85,99
2173,6 6 45 23 14 18,18
2175,13 7 9 10 4021 30 109 664,40
2179,54 21 3 45 26,68
2180,36 5 126 54 399 115 45 551 138 32 91 1698 744 11,183
2183,60 1 20 14 14 420,54
2187,2 29 60 896 110,110
2188,20 2 282 7125 114 845 1929 24 157 192,101
2191,2 45 343 2089 170 10 66 23,266
2192,8 528 1211 83 269 636 6575 1512 604 1260 1033 534 51 81,369
2193,490 43 32 2966 2087 24,5
2195,5174 11 56 1198 712 369 78 311 75 1284 694 1017,43
2197,7 9 27 13 10 1 11 351 2,226
2201,132 14 14 1176 1714 38,77
2204,4467 16 1 1090 55 4070 3130,28
2205,4 16 89 1324 48 81,43
2206,20 58 188 422 145,12
2208,24 224 5795 151 1087 33 620 234 45 4540 1303 1431,46
2212,21 657 3134 737 240 361 2633 201 5012 136 811 3,531
2216,2 24 474 14 14 94,17
2219,506 17 87 345 70 214 767 1069 6 6 5 297 260 8 494,35
2220,703 305 612 741 1580 24 1503 1943,69
2222,586 96 463 322 638 577 523 15 437 3679 366 72 2190 472 191,97
2225,296 37 4498 1016 43 139,8
2227,160 57 737 1273 33 43 18 220 94 26,5
2228,22 694 69 1988 1211,177
2229,7392 906 3598 103 2 44,165
2231,7 28 24 1294 29 130 208 30 1140,91
2235,22 85 44 270 5 1945 1338 524 165,300
2239,343 398 287 1791 1113 14 14,64
2241,1 16 37 9 299 3346,39
2242,364 112 5934 3266 770,38
2248,22 103 304 4383 1514 32 362 35 229 25,147
2249,11 4 711 5490 40 16 1 49 1525,61
2277,1048 1 1656 253 6,6
2280,360 264 147 66 137 65,52
2283,5923 19 1047 1991 890 1740 35 1513 1504 344,37
2284,252 109 918 11 383 274 251 316 3 100,222
2287,2 19 37 4 11,101
2293,7025 1375 1703 431 280,117
2295,270 199 1036 154 3401 165 706 186 168 102 2973 7729,19
2300,17 64 103 140 59 152 526,93
2303,253 2203 196 944 52 15 43 561 3762 772 73 360,4
2309,2 1378 767 204 2822 3 233,16
2312,241 157 66 191 772 1986 1662 807 308 1370 4706 126 37 32,38
2315,101 3107 152 2470 53 540,26
2317,117 52 18 18 49,388
2328,15 481 5632 1351 364 41 5756 4521 643 183 6495 2 612 1835 140,85
2330,85 392 124 6 6,2
2337,16 633 607 19 1270 257 1846 71,71
2338,24 35 1069 5618 168 95 193 321,23
2340,64 1278 2422 284 6 6 52 6527,9
2341,346 23 1098 136 479 357 345 40 1963 4552 833,97
2342,1167 1691 6341 29 1894 214 264 136 51 1389 6926 6490 3672 832 5195 160 5037 3565,87
2348,52 1416 147 1310 182 617 925 23 213 461 1067 665 265 467 1016 809 875 1028 14 6,216
2350,151 18 18 1369 1356,369
2351,160 1417 655 46 739 438 529 2285 1603 350 30,49
2352,63 15 465 68 1305 131 3 7139 3810 1880,40
2353,456 4116 177 1354 909 48 76 78,40
2354,2 320 153 336 351 4280 1903 173 1508 120 59,75
2355,7 9 13 118 61 203 108,168
2359,47 575 35 326 652 387 601 6715 886 3795 187 156 258 250 1358 7211 1526,184
2360,2971 3370 1696 640 991 1182,59
2362,31 983 250 1279 1057 806 1558 29 1162 187 5 4659 143,103
2363,493 21 323 18 60,149
2367,54 4815 5648 55 3420,179
2370,7 9 27 13 10 8 934 467,209
2372,10 7 9 13 49,11
2373,361 43 3700 160 602 3242 33 58 1286 851,126
2374,982 11 12 3814 6890 7001 39 965,216
2378,291 91 28 173 1168 71 71 2634 911 1757 4279 3875 3153 4797 4448 48 88,88
2386,1555 107 984 4138 2439 312 815 98 109 118 272 1895 201 213 864,218
2387,24 31 144 497 143,12
2391,3323 972 2232 4701 14 554 305 449 1607,19
2396,1 520 146 4 286 105 15 723 19,3
2400,286 63 1877 12 1,48
2413,232 2315 1713 337 105 554 242 535 1636 438 78 2030 3507 639 15,1
2416,7799 264 1281 170 535 492,103
2417,21 1327 161 16 46 31 3837 5278 1009 230 84 64 4 3220 1695 2334 26 455 22 6353 287 8 4588 2846 3984,116
2419,12 812 1 16 7 1300 100 4658,395
2421,20 5 10 22 3,216
2428,110 110 1881 89 130 292 1,31
2437,357 772 181 5 538 29 31,35
2438,5 25 25 1114 596 17 52 139,44
2440,2 15 509 671 440,28
2447,20 41 2388 380 12 89 7189 4416,216
2454,3 54 1 18 18 16 280 129,55
2455,498 2 164 91 2343 469 174 326 1646 30 177 58 4 3375 59 56 833 95 456 112 5074 2967 92 92 2895 2773,38
2461,2727 346 1671 1006 2994 70 245 32 14 14 371 767 2892 157 183 424 3707 3049 35 970,97
2462,679 521 1244 423 676 1769 2482 159 303 766 1662 2473 195 367 40 218 201 269 1083,45
2467,2394 800 5465 4983 270,70
2469,3996 66 32 70 1542 402 4964,195
2471,7 27 13 10 48 68 40 1701,146
2474,1 181 177 17 158 46,8
2479,227 105 579 22 28 427 64,151
2488,28 11 2552 1179 324 49 316,30
2489,7 9 10 114 39 952 563 1376 45 198 216 43 87 1840 1874 646 328,40
2491,53 1036 164 307 111 2049,237
2493,9 77 334 1493 1898 5 1970 1698,56
2494,165 651 23 448 420 319 219 641 791 1092 281 214 61 406 14 206 106,369
2502,400 49 370 247 301 2340 51 4597 402 2570 2325 4264 2289 1422 646 1298 117 1958 40 6 6 395,28
2504,19 340 159 3423 754 87 1721,57
2506,35 70 202 66 371,236
2509,3 131 4 146 26 81 12 4301,2
2510,16 5178 455 5734 1 3948 5193 5174 5648 5005 4440 1287 1709,191
2514,1 179 1143 4730 4580 1638,33
2524,1 1843 1971 584 46 7291,208
2527,23 70 713 14 14 3820 646 2222 15 6790 73 195 949 378 915 1481 218 6 6 795 501 667 4637 18,18
2529,230 61 327 765 28 59 133 69 189,314
2531,8 20 334 253 423 718 2 240 152 12 2865 1977 155 42,74
2534,13 19 150 510 28 130 1121 16 11 22,36
2535,17 193 34 901 1478 5806 4288 1716 2653,191
2539,398 20 3345 590 111 2048,67
2543,38 19 658 490 4 52,5
2550,238 19 581 1329 243 5340,3
2551,20 5 25 25 350 2185 176 2 824,46
2552,6 6 3121 238 204,214
2554,305 642 241 481 4 55 998 403 1297,56
2555,143 278 467 1114 154 346 37 140,144
2557,3 19 968 1099 24 1947 1176 257,75
2560,446 223 22 46 148 627 2 36 323,1304
2561,963 127 49 27 197 6,6
2562,2 257 459 152 69 95 164 71,71
2566,4 1 203 25 25 1748 50 91 16 680 407 444 11 2732 88 88 118 711 2839 84 1212 94 115 55 599 121 20,3
2567,4 217 1 1768 4559 131 425 244,81
2568,132 154 44 82 83 1191 1253 1161 332,165
2569,1439 123 170 8 855 3360 18,18
2570,2 93 294 253 74,16
2572,2046 76 7279 43 379,356
2580,3 382 43 2382 112 474 166 21,19
2583,7 9 13 10 1 113 16 2466 1642 225 36 22 174 582 1136 252 77 7172 1511 233 3313 80 690 377 89 42 101,164
2589,97 1320 58 24 5 20 1503 135,79
2590,16 584 12 130 266 36,21
2591,7 9 10 13 1085 131,935
2593,33 1925 3731 32 17 422 53,193
2601,152 55 122 122 765,198
2603,57 1 810 258 375 1050 303,193
2604,81 53 417 98 126,84
2613,212 2114 47 1457 134 121,11
2615,2 1877 41 28 1822 24 724 67,34
2618,274 1760 597 439 51 7065 1135 1351 121 1536 424 2386 2065 447 1305 4061 491 84 487 4 8 6465 1747 2919 315 1899,23
2619,1728 1047 2 64 107,83
2621,20 30 368 146 176 473 255 1496 145 63 3 4 161 1873 2773,225
2622,3 31 11 88 88 233 6089 342 1849 306 40 115 780 5183 1055 396 477 1 1346 12 4023,444
2626,164 932 1297 1531 672 1326 1540 28 671,545
2627,45 893 158 287 46 21 271 22 56 430,42
2629,199 4412 5372 31 775 53 3064 3817 250,985
2631,393 91 846 52 78 1287 55 482 853,244
2637,4845 44 939 223 702 244 160,231
2639,99 1783 47 76 406 273 58,17
2641,87 73 299 57 176 1164 6,6
2642,36 391 411 184 288,24
2646,429 186 274 301 232 154 1604 213 2 369 108,79
2647,1161 248 1198 921 191 992 107 1466 1527,35
2652,150 793 48 2499 608 1957 557 432 2515,4
2657,2 1511 2855 5044 660,50
2659,9 10 38 28 1971 5 1838 445 1104 8 4 4836 217 2676,84
2660,588 345 1087 481 536,87
2663,852 4 228 3 205 225,151
2665,7226 495 612 99 83 88 88 1167 61 386 1193 330 123 100 1992 928 25 25 1229 7343 1354,15
2666,127 1833 40 4064 354 174 3 485 794 113 95 39,714
2667,16 1 167 1722 415 120 12,100
2668,29 16 54 5 20 1562 1 31 21 3808 237,19
2669,178 5701 268 32 141 1101 437 72 310 54,103
2670,2716 432 51 4414 7584 7815 41,401
2672,14 14 62 66 591 25,25
2673,11 81 49 734 401 1544 3494 229 5033 2585 486 559 1350 320 369 79 108 118 135 106 61 24 830 555,542
2676,39 956 29 1 11 5764 621 7817 50,22
2678,35 169 992 2683 4716,73
2679,12 48 30 1554 3 72 1387 16 46 1004 29 1305 5024 291 324 50 4,292
2681,5 101 85 326 4408,44
2682,741 1799 248 3132 103 143 2,167
2683,414 4867 1987 322 348 150 40,59
2688,7 9 114 10 126,63
2691,412 227 415 63 502 61 86 309 3 101 251 447 21 1199 3144 1787 1999 5073,145
2693,44 20 168 730 29 423,132
2698,82 72 4432 80 2826 665 132 567 69,358
2702,7551 540 82 359 730 109 2024 379 483 1914 4449 44 2 686 1170,211
2704,498 1166 177 2211 56 198 2058 102 5840 1085 5275 5555 2750 96 6564 5888 3754 3977,46
2706,1184 50 263 11 223 1,16
2717,52 383 490 43 99 5910,90
2718,19 8 833 2863 4257 1056,314
2719,3101 561 87 58 1857 1384 365 3324,3
2723,1256 35 184 423 303 1734 4430 258 87 752 17 14,14
2724,175 3339 2869 865 185 92 92 71,71
2725,48 4 11 63 171 1159 5123 211 115 3 1391 941 883,12
2728,132 141 83 127 49 2779 43 703 283,165
2730,54 1440 101 458 21 751 441 625 99 1461 2325 487 528 529 6106 2403 822 12,24
2731,219 4446 3155 1306 1679 98 819 3769 2251 45 1912 4727 209 4100 106 55 549 61 3154 1148,229
2732,2 4 338 56 4005 295 329 87 19 31 1 117 1833 16,48
2735,7 9 27 13 10 22,11
2736,85 112 508 75 113 2374 3 670 22 1 16,168
2737,545 93 1142 77 483 1179 1951 22 42,135
2738,141 286 366 1203 77 26 4210 429 15 6 6,249
2739,8 46 41 5 498 656 1962 32 1290 101 234 772 544 3 249 4,95
2741,16 835 4678 4405 3483,113
2748,1658 211 140 542 1414,49
2750,223 53 29 73 298 972,69
2751,7 9 27 13 10 22 465 225,262
2754,351 12 1 3432 28 1540 153 336 440 624 380 166 3001 430 1213 763 362,228
2755,877 131 3 5729 3498 75,63
2759,2147 5 658 163 2415,376
2762,498 134 23 198 300 14 14 218 282 421 826 156 87 35 105 172 602 1 375 6 6 530 18 18 97,45
2767,82 400 17 381 6 6,108
2772,522 143 145 53 124,299
2774,1 26 11 12 718,63
2779,4 7193 51 343 158 58 565 56 2195 92 92 3426,15
2781,704 1790 96 459 55 121 53 136 4464 4118 394 175 242 7260 329 4081 1709 1252 2587 257 46 84,14
2783,1674 58 47 286 8 24 91 30 52 437 2024 1673 233 649 59 477 1138 78,216
2785,4 673 86 210 963 377 949 841 23 172,57
2792,99 5 20 93 23 76 160 677 75 36 78 357 425 375 575 57,66
2798,15 239 43 846 5 139 2147 32 8 7064 116 237 2203 163 54 52 6644,384
2799,10 484 2 40 104 23 15 26 3624 1646 1702 30 309 252 856 123 147 142 6 25 471 109 219 175 467 2170 124,203
2800,7 9 27 13 2,22
2802,5 64 335 40 139,177
2809,1 4 24 1522 2243 1014 155 159 3 16 5460 164,76
2810,4283 648 580 6000 142,99
2812,437 1984 319 149 807 235 2115 365 726 2733 3184 3382 1487 2998 179 2093 4043 731 4 101 374 5470 415 314 2997,65
2814,239 95 8 2051 35 23 5643 198 157,276
2816,1728 15 279 5136 21,134
2817,47 58 11 30 2,425
2821,2 118 36 25 25 263 1417 38,170
2823,2110 550 1570 2071 1283 283,213
2833,274 41 89 31 50 5,108
2844,443 47 361 4 1549,160
2845,1 768 940 5488 12,89
2846,7 13 10 415 621 2124 2670,189
2850,63 55 877 432 92,92
2851,2 1 153 4 1711,208
2863,3185 351 12 130 1517 30 83 6320 812 42,200
2864,7 9 114 10 332 20,81
2865,41 45 6 3 98 97 1806 73 19 2926 80 3334 1954 3121 52 3363,191
2867,407 947 678 63 21 6 6,11
2873,1087 582 49 97 65 461 1193 3115 222 321 317 2698 30 46 201,118
2875,2048 431 185 8 86 1521 15 95 217 491 1736 43 33 28 161,48
2876,90 130 1 58 42 287 24 1616 164 344 1874 69 304,31
2880,266 2352 2178 43 139,51
2883,9 10 7 114 2,50
2885,2611 59 20 12 11 1 354 540,4
2886,177 94 48 105 210 1662 84 322 557 412 366 25 25 6 6 70 45 2936 312 854 183 21 191 2680 15 7 314 10 101,439
2888,103 178 627 5 6 6 212 18,18
2889,382 83 245 3385 90 576,37
2893,196 65 3685 70 1804 184 162 800 1044 3916 1432 2024 931 35 104 2001 385 6916 87 2798 157 373 191 3,258
2895,7 9 10 27 13 11 2 3835 489 5223 63 4841 242 1134 4 3780 908 6980 280,95
2896,24 155 8 67 379,12
2899,696 33 8 5 129 81 46 242 96,94
2906,54 191 464 102 126 359 2567 725 40 2239 43 1954 6817 2002 2258 4848 439 112,133
2907,53 2393 126 2268 57 5053 203,46
2909,2146 1862 943 440 40 3874 130 19,298
2911,11 60 692 1418 113 16 233 377 653 138 267 3 353 48,2
2914,1 46 83 1642 1202 133 364 1418 462 1260 177,16
2917,11 1 26 25 25,134
2921,2 1205 107 379 104 818 1382 960 92 92 893 797 1341 736 607,8
2923,740 511 1536 1571 236,126
2924,299 772 197 125 404 15,38
2927,257 31 16 1 351 50 355 355 329 1390 5 63 2 1111 965 136,30
2930,187 66 35 228 7247 56 69,128
2937,6729 3281 5211 3176 3071 52 1986 5 127 298 2095 440 437 2495 319 3716,365
2939,158 1166 2934 224 337 95 2496 3715,8
2943,3 4 48 138 17,104
2944,1 54 141 1440 17 51 180 124 4 378 841 774 480 639 546 646 14 14 6,6
2945,612 1940 176 179 1,131
2946,1569 139 1997 739 6 6 79 108,106
2948,191 46 515 1781 74 26 1841 2177 3870 430 183 5 2253 97 675 5280 4,107
2952,2240 35 76 260 3882 184,5
2955,79 616 43 461 783 401 502 887,133
2958,1 77 578 1033 1662 814 1068,120
2961,674 1082 165 85 5 15 95 6564,72
2965,103 110 110 317 4,16
2966,2 81 6213 151 108 572 49 6,6
2967,47 11 12 293 293,2
2978,51 4 37 1601 1582 372 55 535 205 75 126 877,34
2979,3585 280 69 109 3550 119 252 864 104 80 255,398
2980,47 7725 6654 7618 956 1 149 235 13 2301,10
2984,54 205 5628 15 34 425 78,68
2985,16 4 3 173 55,12
2986,410 3 274 26 68 77 104,311
2990,4 12 3 194 194 1438,79
2993,1 22 715 941 208 658,24
2995,116 748 2031 630 5 82 133,31
2997,1 71 71 78 7187 4 16 4477,56
3004,22 44 354 323 1683 615 291 34 993 312,91
3015,446 86 63 610 6205 718 67 3 152,1
3016,7 9 10 363 215 1460 72,185
3017,107 550 82 1259 19 1629,69
3018,320 1238 285 478 1612 1 16 151 59 78 351,246
3019,8 58 1 125 19 16 52 3018 489 3251,2
3025,1 296 110 110 499,267
3028,48 247 100 4500 781 3407 174 463 3052 21 764 2517 3870,8
3032,5738 4 2534 63 48 2158 1327 363,144
3038,53 150 33 620 249 136 39,151
3041,29 2360 82 273 288 18 18 23 145 654 998,45
3044,4 62 15 78 125 252 213,100
3050,3 49 63 106 524 59,396
3059,1650 569 16 3 4 660 1 48 50,81
3061,1026 12 47 81 3003,23
3066,1 143 8 3589 31 331 5 19,208
3083,17 60 35 357 1204 421 156 169,66
3084,593 327 184 1316 3155 406 76 426 1050 1062 273 2610 1288 4688 655,387
3086,2 1 50 12 2405,15
3089,54 271 878 94 144 159 2,19
3090,37 24 268 34 28 112 7620 180,96
3095,794 2518 244 3610 643,57
3103,8 155 568 3 83 304 41 28 44 216 491 34,109
